2024-06-17 16:26:47.030 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:47.628 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788f81f0> is not in list
2024-06-17 16:28:47.638 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:47.639 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:47.695 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:47.769 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72c9ceb0> is not in list
2024-06-17 16:28:47.780 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:47.780 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:47.843 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:47.913 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78babf40> is not in list
2024-06-17 16:28:47.925 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:47.926 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:47.980 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:48.050 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73a09f40> is not in list
2024-06-17 16:28:48.060 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:48.061 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:48.114 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:48.409 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73d74a60> is not in list
2024-06-17 16:28:48.419 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:48.420 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:48.475 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:48.558 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7346adf0> is not in list
2024-06-17 16:28:48.572 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:48.572 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:48.629 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:48.719 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b789bca60> is not in list
2024-06-17 16:28:48.731 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:48.732 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:48.857 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:48.867 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:48.867 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:48.925 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:49.010 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788bc730> is not in list
2024-06-17 16:28:49.020 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:49.021 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:49.158 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:49.168 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:49.168 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:49.299 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:49.309 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:49.309 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:49.463 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:49.480 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:49.480 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:49.619 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:49.631 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:49.631 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:49.782 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:49.792 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:49.792 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:50.046 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:50.125 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b736197c0> is not in list
2024-06-17 16:28:50.139 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:50.139 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:50.192 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:50.278 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b789bce50> is not in list
2024-06-17 16:28:50.290 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:50.290 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:50.358 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:50.449 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73bd8280> is not in list
2024-06-17 16:28:50.459 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:50.459 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:50.505 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:50.589 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b78352d60> is not in list
2024-06-17 16:28:50.600 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:50.600 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:50.735 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:50.746 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:50.746 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:50.794 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:50.814 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:50.835 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72f2eb20> is not in list
2024-06-17 16:28:50.876 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72f2eb20> is not in list
2024-06-17 16:28:50.879 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72f2e1f0> is not in list
2024-06-17 16:28:50.890 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:50.890 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.030 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:51.041 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.041 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.094 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:51.118 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:51.143 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73717730> is not in list
2024-06-17 16:28:51.186 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73717730> is not in list
2024-06-17 16:28:51.188 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73717880> is not in list
2024-06-17 16:28:51.199 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.199 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.250 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:51.277 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:51.302 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788e6310> is not in list
2024-06-17 16:28:51.338 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788e6310> is not in list
2024-06-17 16:28:51.340 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788e68b0> is not in list
2024-06-17 16:28:51.350 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.350 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.399 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:51.420 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:51.443 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788ef400> is not in list
2024-06-17 16:28:51.479 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788ef400> is not in list
2024-06-17 16:28:51.481 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788ef910> is not in list
2024-06-17 16:28:51.491 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.491 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.540 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:51.568 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:51.590 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7357b880> is not in list
2024-06-17 16:28:51.627 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7357b880> is not in list
2024-06-17 16:28:51.629 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7357b1c0> is not in list
2024-06-17 16:28:51.639 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.640 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.684 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:51.706 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:51.724 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72de07f0> is not in list
2024-06-17 16:28:51.758 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72de07f0> is not in list
2024-06-17 16:28:51.761 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72de0fd0> is not in list
2024-06-17 16:28:51.771 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.771 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.848 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:51.870 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:51.888 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73126370> is not in list
2024-06-17 16:28:51.933 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73126370> is not in list
2024-06-17 16:28:51.935 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73126430> is not in list
2024-06-17 16:28:51.945 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.946 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:51.995 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:52.020 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:52.040 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7365bf40> is not in list
2024-06-17 16:28:52.074 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7365bf40> is not in list
2024-06-17 16:28:52.077 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7365b430> is not in list
2024-06-17 16:28:52.087 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.087 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.136 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:52.157 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:52.176 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73e7baf0> is not in list
2024-06-17 16:28:52.212 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73e7baf0> is not in list
2024-06-17 16:28:52.214 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73e7b2b0> is not in list
2024-06-17 16:28:52.226 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.226 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.272 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:52.291 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:52.310 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73b68220> is not in list
2024-06-17 16:28:52.344 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73b68220> is not in list
2024-06-17 16:28:52.347 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73b68e20> is not in list
2024-06-17 16:28:52.357 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.357 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.405 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:52.427 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:52.445 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72c9c430> is not in list
2024-06-17 16:28:52.480 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72c9c430> is not in list
2024-06-17 16:28:52.482 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72c9c6d0> is not in list
2024-06-17 16:28:52.494 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.494 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.541 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:52.565 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:52.583 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788e6f70> is not in list
2024-06-17 16:28:52.634 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788e6f70> is not in list
2024-06-17 16:28:52.637 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b788e6280> is not in list
2024-06-17 16:28:52.653 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.653 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.702 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:52.727 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:52.745 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7388a580> is not in list
2024-06-17 16:28:52.779 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7388a580> is not in list
2024-06-17 16:28:52.781 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7388a3d0> is not in list
2024-06-17 16:28:52.792 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.792 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.843 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:52.864 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:52.881 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7346a850> is not in list
2024-06-17 16:28:52.926 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7346a850> is not in list
2024-06-17 16:28:52.928 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7346ac40> is not in list
2024-06-17 16:28:52.938 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.939 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:52.992 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:53.020 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:53.037 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73619e20> is not in list
2024-06-17 16:28:53.075 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73619e20> is not in list
2024-06-17 16:28:53.077 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b736190a0> is not in list
2024-06-17 16:28:53.088 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:53.088 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:53.140 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:53.168 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:53.185 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7357b2b0> is not in list
2024-06-17 16:28:53.222 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7357b2b0> is not in list
2024-06-17 16:28:53.225 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7357bf40> is not in list
2024-06-17 16:28:53.235 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:53.235 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:53.283 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:53.306 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:53.321 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7815a580> is not in list
2024-06-17 16:28:53.362 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7815a580> is not in list
2024-06-17 16:28:53.364 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b7815ad30> is not in list
2024-06-17 16:28:53.374 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:53.374 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:53.443 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:53.453 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b736c6a90> is not in list
2024-06-17 16:28:53.469 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:53.485 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b736c6eb0> is not in list
2024-06-17 16:28:53.524 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b736c6eb0> is not in list
2024-06-17 16:28:53.527 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b736c6a90> is not in list
2024-06-17 16:28:53.537 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:53.537 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:53.595 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:53.602 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73e7bd60> is not in list
2024-06-17 16:28:53.619 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:53.636 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73e7bd30> is not in list
2024-06-17 16:28:53.683 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73e7bd30> is not in list
2024-06-17 16:28:53.686 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b73e7bd60> is not in list
2024-06-17 16:28:53.699 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:53.699 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
2024-06-17 16:28:53.746 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W042-002A'
2024-06-17 16:28:53.752 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72de0220> is not in list
2024-06-17 16:28:53.768 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:'W082-003'
2024-06-17 16:28:53.782 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72de01f0> is not in list
2024-06-17 16:28:53.826 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72de01f0> is not in list
2024-06-17 16:28:53.829 | ERROR    | amhs.tc_in:assign_same_bay:497 - error:<amhs.tc_class_sets.Dataset.Task object at 0x7f4b72de0220> is not in list
2024-06-17 16:28:53.847 | WARNING  | amhs.tc_in:path_search_new:391 - path_search_new error:list index out of range,continue this task
